quizzes,solutions
3.0405E+79,7.31496E+80
4.07081E+78,1.94274E+80
3.90101E+78,4.53981E+80
7.02001E+78,8.67125E+80
9.4053E+79,6.94154E+80
3.0007E+79,9.38627E+80
3.85E+78,9.23857E+80
1.20009E+78,8.51264E+80
9.2E+80,9.21855E+80
9.10004E+79,6.91287E+80
6.0089E+80,6.21894E+80
3.1008E+77,9.75316E+80
3.07009E+80,3.6715E+80
9.103E+80,9.12387E+80
8.0309E+78,2.78635E+80
1.27E+78,6.91279E+80
5.00201E+80,5.17265E+80
2.6014E+80,2.63148E+80
8.02741E+75,5.19368E+80
3.0007E+77,9.65381E+80
1.40007E+80,1.43688E+80
1.8E+80,1.87936E+80
9.06001E+80,9.46128E+80
2.01049E+80,2.61749E+80
1.004E+79,7.18244E+80
7.02E+79,1.79265E+80
7.00014E+76,8.29576E+80
3.006E+79,9.35867E+80
3.00564E+79,1.32756E+80
7.00005E+80,7.48915E+80
6.8103E+78,2.56817E+80
9.00005E+75,7.18539E+80
6.05E+80,6.45829E+80
4.56001E+79,8.45672E+80
6.70004E+80,6.75234E+80
6.009E+79,1.64594E+80
4.02161E+79,3.49217E+80
3.028E+80,3.92858E+80
1.00021E+80,1.85328E+80
7.10043E+78,6.87159E+80
3.004E+79,9.32149E+80
8.09E+77,3.7483E+80
1.00005E+80,1.43895E+80
1.80059E+79,7.18366E+80
7.00091E+80,7.34197E+80
4.90005E+79,8.49327E+80
1.60705E+79,2.16979E+80
5.1004E+78,6.85197E+80
8.0004E+77,2.57814E+80
3.0205E+78,9.43729E+80
6.00107E+78,8.36252E+80
9.50007E+77,4.31958E+80
4.01004E+79,2.48169E+80
7.00901E+80,7.13985E+80
4.01001E+78,5.94713E+80
8.00001E+80,8.57242E+80
6.00028E+80,6.49528E+80
1.003E+79,6.14837E+80
2.54631E+78,7.92546E+80
3.009E+80,3.48926E+80
9.00008E+78,1.59427E+80
3E+78,5.73941E+80
7.00812E+77,3.5675E+80
4.0109E+78,7.54813E+80
9.00021E+78,1.39867E+80
1.20057E+78,8.91237E+80
4.00803E+80,4.96833E+80
3.02054E+79,7.31285E+80
1.30901E+78,8.4133E+80
7.00003E+78,1.47357E+80
3.05002E+80,3.15873E+80
7.8407E+75,6.53928E+80
9.7005E+76,3.28197E+80
8.10006E+76,7.32982E+80
4.20008E+78,1.54298E+80
1.0052E+80,1.97525E+80
8.52101E+78,3.98522E+80
7.0001E+78,2.47859E+80
5.00008E+79,6.51498E+80
1.9004E+79,2.19535E+80
1.00703E+79,5.14678E+80
3.2E+79,9.32574E+80
9.04E+79,7.93486E+80
6.081E+79,9.62815E+80
2.09701E+78,6.12897E+80
5.607E+80,5.69724E+80
3E+79,1.32755E+80
5.004E+80,5.89461E+80
6.0904E+80,6.89342E+80
7.08E+78,5.17683E+80
9.1045E+78,7.29185E+80
9.7703E+73,6.52315E+80
2.50301E+76,4.18726E+80
4.00905E+78,6.8432E+80
8.00036E+80,8.12736E+80
5.03004E+79,1.57398E+80
8.63015E+76,7.94586E+80
8.00005E+80,8.39515E+80
3.004E+80,3.68452E+80
4.00001E+80,4.36282E+80
6.00005E+80,6.91735E+80
4.0094E+75,3.75825E+80
8.09072E+76,6.43186E+80
6.3078E+79,1.63279E+80
7.0012E+80,7.34126E+80
4.00502E+79,3.47159E+80
3.00001E+75,9.74563E+80
7.00002E+79,8.79514E+80
6.00185E+78,7.46392E+80
8.40704E+75,9.65128E+80
9.36003E+79,4.93687E+80
2.008E+78,1.62359E+80
2.001E+79,9.28517E+80
7.6029E+79,5.76829E+80
7.1806E+79,4.71837E+80
8.00509E+80,8.2454E+80
4.0801E+80,4.78916E+80
9.00032E+79,8.97543E+80
8.047E+78,1.58947E+80
3.04E+80,3.54179E+80
1.07E+78,9.61376E+80
3.40021E+78,1.63457E+80
3.0509E+78,6.73153E+80
8.0029E+80,8.47295E+80
3.29506E+80,3.29517E+80
1.00035E+80,1.86235E+80
9.08005E+80,9.48715E+80
4.087E+79,2.46871E+80
1E+80,1.46853E+80
9.1004E+79,7.91285E+80
9.03E+80,9.63724E+80
8.0794E+78,3.68179E+80
4E+80,4.89573E+80
6.0301E+79,8.64351E+80
5.4E+80,5.46372E+80
4.30906E+79,7.43199E+80
5.60028E+79,7.56133E+80
2.37901E+80,2.37965E+80
6.14058E+80,6.14359E+80
7.3106E+80,7.3157E+80
6.0928E+78,7.46193E+80
3.09481E+79,6.31949E+80
7.00068E+79,1.75397E+80
8.70301E+79,9.87631E+80
6.00041E+77,9.12638E+80
9.46108E+79,7.94616E+80
4.081E+80,4.98154E+80
1.836E+80,1.83672E+80
1.0801E+80,1.4836E+80
9.2306E+80,9.23765E+80
7.09007E+77,1.2376E+80
5.0019E+80,5.76198E+80
6.00079E+80,6.43179E+80
5.34949E+75,6.18275E+80
4.20101E+80,4.2716E+80
5.6037E+78,1.45694E+80
3.099E+74,5.71264E+80
6.00051E+80,6.47351E+80
3.80001E+80,3.89462E+80
4.69E+79,3.46919E+80
6.00598E+79,4.6176E+80
3.0015E+78,6.83742E+80
1.073E+79,2.1674E+80
2.0486E+78,3.72549E+80
1.27001E+77,4.85128E+80
4.803E+79,7.48633E+80
5E+76,4.76853E+80
5.7036E+80,5.72364E+80
6.548E+79,2.65487E+80
2.008E+79,1.26985E+80
1.05E+79,8.17564E+80
4.00125E+77,8.97436E+80
5.07008E+75,6.92135E+80
8.00001E+78,2.3842E+80
5.41E+79,8.54128E+80
1.00099E+79,2.1476E+80
2E+76,6.7413E+80
1.00039E+77,8.47126E+80
1.00073E+78,5.91683E+80
3.0458E+78,6.23746E+80
8.00704E+76,5.92484E+80
2.06504E+79,8.27659E+80
9.5E+79,3.95618E+80
5.203E+80,5.2635E+80
1.08407E+79,2.13846E+80
3.00006E+80,3.57296E+80
6.4007E+78,2.3646E+80
1.27E+80,1.27349E+80
7.09458E+79,2.76946E+80
1.09306E+78,2.51794E+80
2.70045E+80,2.73845E+80
7.60005E+80,7.69245E+80
8.49307E+80,8.49328E+80
2.17007E+80,2.17837E+80
6.0924E+79,7.65925E+80
8.70002E+79,3.87456E+80
3.60102E+78,4.83652E+80
3.08207E+80,3.58277E+80
6E+80,6.52947E+80
7.00803E+77,6.15744E+80
2.03851E+78,1.42939E+80
1.00002E+80,1.87392E+80
7.92107E+75,6.38458E+80
5.04E+80,5.94782E+80
4.06082E+80,4.76582E+80
4.05036E+80,4.15237E+80
7E+80,7.62891E+80
5.03071E+80,5.93272E+80
3.80025E+80,3.85925E+80
2.304E+78,7.52315E+80
5.09E+79,8.53947E+80
7.89005E+75,2.43168E+80
2.01009E+79,8.26155E+80
5.10001E+78,7.95124E+80
2.00917E+78,6.52389E+80
9.48001E+79,3.94826E+80
7.9004E+80,7.91543E+80
3.08E+79,2.36895E+80
7.00201E+80,7.39215E+80
7.0004E+80,7.52642E+80
3.14089E+77,2.76315E+80
9.00001E+80,9.56321E+80
7.00911E+79,2.76391E+80
6.00003E+77,4.93618E+80
8.0023E+79,7.84524E+80
1.709E+80,1.78956E+80
6.03103E+79,5.64318E+80
9.00602E+79,5.97864E+80
4.00603E+77,8.51493E+80
3.10904E+79,7.31295E+80
5.10007E+80,5.14388E+80
1.8076E+79,9.18377E+80
5.70011E+80,5.76214E+80
3.0089E+78,1.23479E+80
2.70004E+79,9.27183E+80
1.00629E+79,5.14763E+80
7.80093E+80,7.82593E+80
9.00005E+79,6.93288E+80
4.5801E+75,3.96275E+80
9.00201E+77,8.14976E+80
3.00001E+79,8.39175E+80
5.0024E+77,8.61539E+80
2.6504E+80,2.65941E+80
3.794E+79,6.37946E+80
5.00091E+80,5.31499E+80
1.02065E+80,1.32966E+80
7.06503E+78,4.97166E+80
1.6004E+79,2.16735E+80
1.00306E+76,5.24919E+80
7.00151E+78,4.37862E+80
7.60302E+76,5.48976E+80
7.91E+76,2.35879E+80
1.9007E+77,3.86193E+80
1.08003E+79,5.12876E+80
1.02E+77,7.94183E+80
6.01E+80,6.51974E+80
1.002E+79,8.16724E+80
3.09008E+79,6.32952E+80
3.5003E+78,7.43516E+80
9.40002E+80,9.48363E+80
3.06E+80,3.16528E+80
9.51007E+78,8.39513E+80
2.70891E+77,6.34276E+80
7.05001E+80,7.25614E+80
8.5046E+78,7.28515E+80
1.6E+80,1.62894E+80
1.90502E+78,8.71936E+80
2.70002E+78,3.92747E+80
1.00021E+79,8.13453E+80
2.0006E+77,3.87292E+80
8.0309E+77,5.16843E+80
2.09E+80,2.59487E+80
8.02506E+76,1.43789E+80
4.0008E+80,4.79382E+80
1.0009E+77,2.86174E+80
4.2E+77,8.67429E+80
7.49161E+78,3.87492E+80
9E+80,9.45631E+80
9.00001E+79,2.96316E+80
1.00301E+79,9.12739E+80
7.0006E+80,7.29863E+80
9.0501E+79,4.96571E+80
3.006E+78,5.93187E+80
8.6E+79,5.86325E+80
2.30604E+79,1.23865E+80
2.00031E+80,2.49532E+80
2.1E+79,9.21547E+80
7.004E+79,5.78942E+80
8.05307E+79,1.84533E+80
8.90043E+78,6.28915E+80
3.00002E+79,5.37289E+80
9.50008E+80,9.57638E+80
2.09E+78,4.82196E+80
9.40001E+79,5.94876E+80
4.00002E+80,4.23762E+80
8.52071E+78,1.68524E+80
7.80156E+78,4.27892E+80
2.8017E+80,2.86176E+80
8.0001E+78,7.58926E+80
6.0004E+78,7.96185E+80
8.60101E+79,5.86412E+80
4.02001E+74,6.37915E+80
4.81006E+78,3.7482E+80
9.40007E+80,9.41358E+80
7.04207E+77,3.59714E+80
2.6007E+80,2.69175E+80
9.05064E+80,9.15264E+80
8E+80,8.74653E+80
6.59E+77,8.31659E+80
3.2087E+80,3.29874E+80
3.8602E+77,7.95386E+80
8.9E+77,7.63893E+80
1.004E+75,2.53892E+80
2.00642E+80,2.85642E+80
2.8519E+78,3.62852E+80
8.00015E+80,8.32615E+80
8.00004E+78,4.68292E+80
3.00743E+79,9.31574E+80
7.4086E+80,7.45861E+80
3.08008E+79,2.39817E+80
1.40079E+80,1.4288E+80
4.76001E+79,8.47613E+80
7.02611E+78,8.37426E+80
6.98E+79,5.69813E+80
2.0097E+78,1.8244E+80
3.80509E+79,2.38457E+80
8.0009E+78,5.28438E+80
4.07652E+74,3.89152E+80
2.5004E+80,2.57944E+80
2.50016E+77,7.89253E+80
7.00044E+79,6.71524E+80
6.0508E+80,6.45789E+80
7E+79,6.74929E+80
5.07603E+78,2.85176E+80
7.90008E+80,7.92138E+80
7.0005E+80,7.2635E+80
7.50001E+78,2.97516E+80
3.20701E+77,6.54329E+80
6.02E+79,7.65215E+80
9.30005E+80,9.31766E+80
2.7009E+78,1.32746E+80
9.0006E+79,5.94827E+80
3.80001E+79,9.38754E+80
7.093E+80,7.69382E+80
7.50409E+80,7.56489E+80
7.00005E+79,3.78613E+80
8.09256E+78,7.18393E+80
8.2006E+79,4.82316E+80
3.81E+79,9.38128E+80
8.05001E+79,6.89524E+80
3.0098E+79,2.37599E+80
3.6809E+79,4.36819E+80
3.04001E+80,3.64196E+80
6.50071E+80,6.52972E+80
9.00608E+79,7.93563E+80
9.0804E+78,1.59687E+80
3.00509E+77,8.26342E+80
5.7003E+79,1.57924E+80
7.905E+79,4.79853E+80
7.06218E+78,9.47362E+80
6.14578E+78,9.26146E+80
2.68E+77,4.13269E+80
2E+78,4.12976E+80
5.02007E+80,5.62948E+80
1.0908E+79,6.15948E+80
5.60081E+80,5.67183E+80
9.0705E+80,9.27158E+80
4.029E+78,5.7413E+80
1.608E+80,1.65824E+80
1.60508E+80,1.63598E+80
6.003E+80,6.14359E+80
5.748E+79,2.57484E+80
3.608E+76,1.94736E+80
6.50004E+79,9.65723E+80
2.00567E+75,9.31863E+80
3.00506E+77,2.84392E+80
5.80047E+73,7.21946E+80
1.00007E+79,6.1329E+80
6.1705E+78,2.96179E+80
6.002E+79,3.6583E+80
4.0109E+80,4.61592E+80
7.0809E+79,4.71869E+80
4.0637E+80,4.86379E+80
4.3007E+80,4.31576E+80
9.00603E+80,9.43613E+80
6.01008E+80,6.91439E+80
7.02006E+80,7.32166E+80
7.00059E+75,8.46318E+80
4.21E+78,5.8422E+80
7.00607E+74,9.12487E+80
3.06008E+77,9.41327E+80
8.307E+80,8.35715E+80
1.30006E+78,2.71359E+80
6.03501E+79,1.64353E+80
5.00038E+79,9.56414E+80
2.3604E+79,1.23695E+80
9.46E+79,5.94623E+80
9.71006E+78,4.89715E+80
2.60059E+79,3.26716E+80
7.001E+77,4.39726E+80
1.0008E+80,1.67984E+80
8.40001E+80,8.46522E+80
3.70001E+77,6.84379E+80
6.201E+80,6.24138E+80
9.07022E+76,8.46594E+80
1.427E+75,5.36891E+80
2.9004E+77,1.53297E+80
6.9408E+80,6.94288E+80
2.408E+76,9.57324E+80
9.80234E+79,7.98123E+80
7.9002E+80,7.95826E+80
2.00608E+78,3.92186E+80
7.0852E+80,7.68521E+80
1.2879E+78,3.61288E+80
2.00005E+80,2.94736E+80
8.95101E+79,4.89512E+80
7.5001E+80,7.52318E+80
5.0086E+78,4.15729E+80
8.05601E+76,1.49383E+80
9.00501E+79,3.92758E+80
7.0903E+79,6.71953E+80
5.12E+79,7.51289E+80
1.24807E+80,1.24867E+80
5.00008E+80,5.36148E+80
7.9E+80,7.98635E+80
2.04691E+77,3.78255E+80
6.03071E+79,4.62398E+80
1.00075E+77,4.8313E+80
5.03007E+78,8.65433E+80
2.01E+76,7.36925E+80
6.0005E+79,3.64976E+80
2.0803E+78,9.42587E+80
6.40175E+77,9.82643E+80
1E+79,7.12654E+80
3.904E+78,8.63954E+80
7.6008E+77,1.49765E+80
9.0003E+80,9.16735E+80
7.009E+80,7.28915E+80
7.94071E+74,3.62186E+80
5.6008E+80,5.62387E+80
1.9003E+78,2.51964E+80
7.60036E+80,7.69236E+80
2.68E+79,1.2685E+80
7E+80,7.54968E+80
5.4016E+76,3.27855E+80
5.00631E+79,9.54163E+80
1.00081E+79,2.17639E+80
9.002E+80,9.76282E+80
5.03009E+80,5.63879E+80
2.10364E+80,2.15365E+80
1.57E+78,4.81576E+80
6.35E+80,6.35829E+80
5.00806E+78,3.45928E+80
9.05004E+79,8.92567E+80
9.853E+78,1.29854E+80
2.90003E+80,2.97583E+80
2.806E+80,2.87645E+80
4.1006E+80,4.19765E+80
6.9002E+80,6.95328E+80
7.00042E+78,8.97536E+80
1.04901E+80,1.24937E+80
1.07049E+80,1.2755E+80
7.60001E+79,9.76253E+80
8.09132E+78,7.68491E+80
6.10002E+79,7.61945E+80
9.00084E+80,9.67284E+80
1.598E+78,2.71599E+80
4.02076E+80,4.32577E+80
6.4081E+78,2.36458E+80
1.60001E+80,1.68244E+80
2.09E+80,2.59731E+80
4.08074E+79,2.45897E+80
7.9006E+77,5.12798E+80
7.00829E+80,7.65829E+80
1.07538E+76,9.64813E+80
8.00573E+80,8.49573E+80
2.00708E+80,2.65798E+80
2.00004E+79,4.26917E+80
2.6E+79,9.26155E+80
3.00621E+80,3.48622E+80
8.00907E+77,1.73846E+80
1E+79,9.16732E+80
4.06073E+79,8.41697E+80
9.70003E+80,9.72683E+80
3.02E+78,5.73826E+80
4.10021E+79,7.41353E+80
2.406E+80,2.43675E+80
6.00305E+78,2.16574E+80
7.00382E+79,9.75638E+80
1.0532E+78,6.71853E+80
8.70001E+79,5.87264E+80
9.3071E+79,2.93672E+80
6.0004E+79,2.61454E+80
1.5094E+79,7.15694E+80
4.091E+76,5.38247E+80
4.00654E+79,8.41765E+80
4.90508E+79,2.49652E+80
6.00305E+78,9.46873E+80
6.25001E+77,9.84625E+80
3.62E+78,4.13628E+80
1.00003E+80,1.38743E+80
7.002E+80,7.49264E+80
9.61005E+80,9.61346E+80
8.00546E+79,7.83955E+80
3.04E+80,3.74815E+80
1.905E+79,7.19654E+80
8.00001E+80,8.46238E+80
5.00036E+80,5.87437E+80
1.00571E+79,3.12857E+80
7.00082E+80,7.43282E+80
6.5702E+79,1.65792E+80
7.00004E+80,7.96314E+80
7.08031E+78,1.67285E+80
4.70053E+80,4.73153E+80
6.08019E+75,3.75247E+80
1.00008E+80,1.93478E+80
4.0701E+80,4.87514E+80
6.59003E+77,1.8466E+80
9E+80,9.37841E+80
7.80403E+80,7.89453E+80
7.65019E+76,8.23477E+80
1.49076E+80,1.49576E+80
6.09E+79,2.65937E+80
3.005E+78,4.93165E+80
7.00604E+80,7.41624E+80
4.0007E+80,4.81679E+80
4.00031E+79,1.49674E+80
4.5E+80,4.59732E+80
4.003E+79,8.47639E+80
7.10091E+79,6.71549E+80
4.00205E+80,4.73286E+80
2.90008E+80,2.93658E+80
5.00201E+79,8.51327E+80
6E+79,9.67382E+80
4.00302E+80,4.56393E+80
9.046E+80,9.74632E+80
1.857E+79,3.18575E+80
1.00208E+79,3.16426E+80
1.027E+80,1.52793E+80
6.0397E+77,4.12654E+80
4.063E+80,4.86359E+80
9.00006E+80,9.75147E+80
1.07083E+79,6.12798E+80
3.20016E+80,3.29417E+80
3.01E+80,3.71597E+80
8.90105E+80,8.94125E+80
1.093E+77,2.78159E+80
4.00001E+80,4.36153E+80
1.00806E+80,1.72837E+80
6.70205E+79,8.6743E+80
1.00458E+79,2.17946E+80
1.00367E+79,2.18537E+80
5.206E+80,5.27682E+80
6.3E+79,4.63597E+80
4.30892E+78,1.64379E+80
8.6001E+80,8.65419E+80
2.9087E+80,2.96871E+80
1.379E+78,5.21379E+80
6.807E+79,5.68279E+80
2.38005E+78,6.72385E+80
1.00705E+80,1.63755E+80
2.0006E+77,1.85294E+80
9.04001E+80,9.74133E+80
4.20501E+76,1.89343E+80
6.00079E+80,6.83479E+80
9.2003E+76,1.78692E+80
5.09008E+80,5.39268E+80
8.09073E+77,6.52819E+80
5.00006E+79,3.58922E+80
4.67E+78,1.34676E+80
3.002E+80,3.61275E+80
9.80751E+77,1.63983E+80
3.604E+80,3.67416E+80
4.218E+79,7.42185E+80
7.06E+80,7.46329E+80
5.03001E+78,6.75235E+80
4.672E+77,1.58467E+80
1.0605E+78,5.31267E+80
4.60503E+79,8.46759E+80
9.0086E+80,9.74863E+80
2.004E+77,8.96237E+80
4.0906E+80,4.29568E+80
3.0064E+80,3.71645E+80
4.00623E+79,1.49862E+80
3.094E+78,7.53895E+80
7.00006E+78,8.47593E+80
5.00002E+80,5.17682E+80
1.6704E+78,9.81672E+80
2.68E+80,2.68195E+80
9.254E+80,9.25487E+80
6.53E+77,7.42653E+80
6.08706E+79,1.62874E+80
1.02308E+79,7.19236E+80
8.596E+80,8.59642E+80
6.00701E+80,6.54781E+80
3.00187E+79,4.37919E+80
3.00005E+80,3.94175E+80
4.0068E+80,4.73689E+80
6.0907E+80,6.39275E+80
2.0006E+80,2.45967E+80
8.05E+79,4.89524E+80
7.186E+79,2.71865E+80
8.46203E+76,1.35785E+80
1.08702E+77,6.39159E+80
3.6004E+79,5.36984E+80
7.0908E+80,7.49184E+80
1.00008E+80,1.47959E+80
9.00008E+78,1.59724E+80
4.07005E+78,3.14277E+80
4.903E+76,7.2165E+80
8.0413E+80,8.6414E+80
5.10073E+79,9.51687E+80
2.00041E+79,8.27654E+80
5.00039E+78,6.75428E+80
2.0908E+78,6.72195E+80
6.58901E+79,3.65892E+80
8.079E+79,5.86792E+80
7.2006E+75,9.38517E+80
6.09074E+79,8.63957E+80
6.00408E+79,5.67942E+80
2.03006E+79,5.2832E+80
6.00002E+77,4.81638E+80
8.00701E+79,6.81274E+80
8.0204E+80,8.6244E+80
8.00013E+79,5.86491E+80
5.70906E+80,5.78926E+80
5.04E+80,5.14373E+80
9.00033E+80,9.78133E+80
1.90809E+76,3.57619E+80
1.30079E+79,5.13488E+80
3.00601E+80,3.84626E+80
5.7E+77,3.84571E+80
6.00178E+80,6.39178E+80
5.0801E+77,7.12568E+80
3.00861E+79,2.37187E+80
6.452E+79,8.64529E+80
9.00206E+79,1.94329E+80
3.002E+79,7.35826E+80
2.10007E+76,5.48622E+80
8.0043E+80,8.57432E+80
5.0421E+77,8.39564E+80
8.4E+80,8.46933E+80
4.00106E+80,4.89136E+80
7.8005E+79,9.78315E+80
2.0016E+78,7.82452E+80
8.001E+79,5.86912E+80
5.34001E+78,8.1535E+80
2.06901E+78,3.52469E+80
5.00691E+80,5.13698E+80
5.6E+79,9.56327E+80
5.64002E+78,8.15644E+80
8.0047E+78,6.98135E+80
2.03005E+79,1.28369E+80
2.013E+80,2.41369E+80
2.90803E+78,6.72958E+80
7.0019E+79,5.7822E+80
8.50024E+80,8.57125E+80
5.82007E+80,5.82498E+80
6.0007E+80,6.92471E+80
6.00005E+78,7.26198E+80
5.048E+80,5.94837E+80
9.00062E+78,8.79544E+80
9.04E+79,7.98431E+80
5.00009E+80,5.12949E+80
5.00081E+80,5.71683E+80
2.0008E+80,2.46789E+80
7.002E+80,7.39268E+80
2.0005E+79,3.26916E+80
5.81E+78,7.95816E+80
7.65091E+79,8.76529E+80
5.004E+79,8.59346E+80
1.04058E+78,6.71343E+80
7.06001E+77,4.28736E+80
3.0267E+80,3.82675E+80
1.00981E+78,2.3148E+80
5.7208E+80,5.72683E+80
5.0908E+80,5.79681E+80
3.4E+79,6.34816E+80
4.00065E+77,7.12484E+80
5.0908E+76,7.63255E+80
4.30009E+79,2.43568E+80
9.08051E+78,6.39183E+80
1.00038E+80,1.65938E+80
6E+78,2.86395E+80
8.257E+80,8.25764E+80
8.094E+80,8.29476E+80
8.001E+79,2.89318E+80
6.4E+80,6.45972E+80
2.40001E+79,3.24719E+80
4.00902E+77,5.83427E+80
3.00401E+80,3.75491E+80
5.00013E+79,8.57431E+80
6E+80,6.73159E+80
4.6E+80,4.63522E+80
3.5004E+78,7.23519E+80
3.00954E+77,2.87317E+80
9.00001E+76,8.74196E+80
9.0005E+80,9.38456E+80
6.00008E+80,6.45198E+80
2.4E+79,5.24379E+80
5.4E+80,5.47926E+80
4.90002E+80,4.97633E+80
5.0006E+77,3.18547E+80
5.00087E+80,5.96187E+80
7.2009E+79,1.7257E+80
9.00706E+80,9.34717E+80
3.50027E+78,1.63584E+80
9.2005E+79,1.92835E+80
5.10201E+80,5.16248E+80
6.08001E+80,6.38955E+80
8.02405E+77,7.63892E+80
8.26001E+79,4.82659E+80
5.60904E+78,7.35689E+80
7.56E+80,7.56142E+80
9.74028E+76,6.51897E+80
1.28601E+79,9.12864E+80
3.06002E+79,8.35674E+80
4.009E+80,4.51973E+80
1.00801E+80,1.96843E+80
4.02005E+74,6.15978E+80
9.10004E+78,5.79128E+80
1.00006E+79,8.17346E+80
4.00609E+78,9.14327E+80
5.0218E+80,5.42189E+80
2.5008E+80,2.53487E+80
4.00316E+78,8.54973E+80
8.00402E+79,5.86943E+80
1.74052E+79,8.17435E+80
3.8062E+80,3.84628E+80
9.00368E+80,9.25368E+80
1.40001E+78,3.21458E+80
2.10808E+76,5.79322E+80
6.03E+79,2.65399E+80
1.00401E+79,2.18547E+80
9.0301E+79,2.97382E+80
8.0906E+79,1.83976E+80
9.80014E+80,9.85215E+80
4.00206E+79,7.45922E+80
5.03001E+80,5.63842E+80
5.9084E+79,3.59285E+80
4.80006E+79,5.48232E+80
2.00401E+80,2.63482E+80
7.23405E+79,9.72342E+80
9.7503E+76,1.62498E+80
7.32006E+79,9.73285E+80
9.0604E+79,8.97654E+80
8.20706E+79,5.82972E+80
8.76043E+76,2.51388E+80
7.985E+79,2.79853E+80
8.09008E+75,7.35168E+80
4.0006E+80,4.87562E+80
6.04301E+78,8.56143E+80
5.0012E+80,5.74129E+80
8.0905E+79,2.86975E+80
5.3141E+79,7.53143E+80
5.10036E+79,7.51984E+80
9.06003E+79,7.91628E+80
4.65001E+76,9.73247E+80
3.026E+79,5.34269E+80
3.24608E+73,1.98547E+80
2.0008E+80,2.54784E+80
5.70002E+80,5.73482E+80
3.00001E+78,9.73259E+80
5.00064E+80,5.24164E+80
9.20015E+80,9.24616E+80
6.30897E+78,5.26319E+80
9.14305E+80,9.14326E+80
2.00058E+80,2.49758E+80
3.00081E+80,3.1459E+80
5.00401E+79,1.53249E+80
2.00063E+80,2.18964E+80
3.40706E+77,8.95343E+80
7.90609E+76,3.2418E+80
5.80007E+78,1.95843E+80
2.1E+77,6.47218E+80
4.0209E+79,5.4722E+80
2.0704E+80,2.97543E+80
9.0401E+79,8.92432E+80
1.083E+78,7.21684E+80
6.9E+78,1.76954E+80
3.00041E+80,3.61946E+80
8.26017E+79,5.82642E+80
6.018E+79,3.64183E+80
4.3001E+78,9.64378E+80
8.0106E+79,3.87146E+80
6.0901E+80,6.89215E+80
6.00005E+78,8.96273E+80
4.80703E+78,6.24858E+80
6.70003E+76,9.48567E+80
1.02001E+80,1.42896E+80
7.00061E+80,7.94264E+80
7.6135E+78,2.47614E+80
4.352E+79,6.43529E+80
2.80416E+79,3.28942E+80
1.72E+80,1.72398E+80
2.00308E+77,5.67291E+80
1.00043E+77,2.8616E+80
9.00031E+80,9.52137E+80
2.01003E+80,2.81744E+80
3.00911E+76,2.47539E+80
6.00021E+80,6.47822E+80
7.609E+78,4.5764E+80
1.00042E+80,1.75343E+80
8.0539E+79,6.87539E+80
4.096E+80,4.59681E+80
5.02803E+79,9.57281E+80
4.0031E+78,6.94823E+80
8.48901E+73,1.57264E+80
9.00301E+78,2.89163E+80
9.00805E+80,9.26835E+80
9.085E+80,9.18527E+80
2.00101E+80,2.34187E+80
5.00084E+80,5.91285E+80
2.70108E+78,9.62731E+80
3.00802E+77,9.45317E+80
4.06807E+80,4.96837E+80
1.35E+78,6.4136E+80
2.809E+78,1.42859E+80
8.3402E+76,1.65783E+80
2.0605E+80,2.86457E+80
5.43008E+79,9.54322E+80
1.07509E+77,3.86128E+80
7.009E+79,1.74399E+80
7.004E+79,6.72845E+80
4.2608E+76,3.18943E+80
7.0052E+80,7.48522E+80
2.605E+80,2.67598E+80
7.006E+80,7.38649E+80
4.0905E+78,3.74699E+80
1.00945E+79,2.18395E+80
2.05406E+80,2.85496E+80
2.00011E+78,6.82473E+80
4.00008E+80,4.72169E+80
3.08601E+77,4.21379E+80
3.70089E+80,3.72189E+80
2.1E+77,6.74214E+80
7.00504E+80,7.18565E+80
2.0003E+73,6.79583E+80
3.81006E+79,7.38125E+80
3.9002E+80,3.96521E+80
2.07E+79,8.25761E+80
1.02048E+78,7.91326E+80
7.0001E+80,7.89214E+80
6.0401E+79,7.62452E+80
8.00036E+79,2.81574E+80
6.79004E+77,2.5468E+80
5.1009E+78,7.25169E+80
4.7009E+79,6.47259E+80
3.8479E+79,6.3848E+80
7.00301E+79,5.79438E+80
2.43001E+80,2.43987E+80
5.00003E+80,5.47363E+80
9.178E+80,9.17862E+80
3.06101E+76,7.85433E+80
8.00011E+79,6.82351E+80
5.10924E+80,5.17925E+80
1.6401E+79,8.16438E+80
9.60407E+79,2.96346E+80
7.25101E+80,7.25197E+80
5.3018E+79,4.53719E+80
6.01201E+78,9.36712E+80
3.40009E+80,3.45789E+80
1.09008E+79,5.16938E+80
8.3605E+77,7.49836E+80
7.00992E+75,5.86427E+80
7.061E+80,7.56189E+80
3.0462E+80,3.54629E+80
9.8002E+80,9.87625E+80
2.70541E+76,9.38627E+80
9.05084E+77,2.37916E+80
9.74E+79,8.97432E+80
4.608E+80,4.61853E+80
3.00006E+80,3.21976E+80
6.00094E+80,6.85194E+80
7.0045E+79,1.72846E+80
5.00007E+80,5.93627E+80
4.3051E+80,4.3759E+80
2.005E+80,2.76589E+80
4E+80,4.92756E+80
9.0507E+80,9.25174E+80
3.807E+80,3.86749E+80
1.05091E+79,8.13549E+80
7.09001E+80,7.69515E+80
8E+78,2.18458E+80
7E+79,9.75431E+80
6.02001E+77,8.57692E+80
6.03042E+80,6.23542E+80
2.06075E+80,2.36875E+80
5.90001E+80,5.93479E+80
6.2407E+79,3.62418E+80
